frame_id,mean_motion,variance_motion,normal_alert,medium_alert,high_alert
300,0.089340754,0.10970479,1,0,0
301,0.05574721,0.089715496,1,0,0
302,0.07419642,0.09442562,1,0,0
303,0.08164413,0.18768,1,0,0
304,0.07121473,0.15895371,1,0,0
305,0.05010713,0.074233755,1,0,0
306,0.024099652,0.01638211,1,0,0
307,0.51720166,3.3726401,0,0,1
308,0.025727022,0.0013766164,1,0,0
309,0.020198666,0.0010486864,1,0,0
310,0.0165439,0.00088113477,1,0,0
311,0.0030236645,0.00040790677,1,0,0
312,0.9009359,3.596268,0,0,1
313,0.18899864,0.14199653,1,0,0
314,0.17779301,0.12243802,1,0,0
315,0.20221038,0.09012406,1,0,0
316,0.17747198,0.091070905,1,0,0
317,0.18137471,0.10254742,1,0,0
318,0.18466179,0.09544467,1,0,0
319,0.18987837,0.09934459,1,0,0
320,0.18144873,0.09170941,1,0,0
321,0.18721615,0.095504366,1,0,0
322,0.1858063,0.10439472,1,0,0
323,0.19514611,0.093324155,1,0,0
324,0.20524341,0.099010356,1,0,0
325,0.17380871,0.103088,1,0,0
326,0.16981423,0.07614642,1,0,0
327,0.1689316,0.087661974,1,0,0
328,0.17358041,0.10810204,1,0,0
329,0.1811632,0.10413413,1,0,0
330,0.19007109,0.10604757,1,0,0
331,0.21254952,0.1047298,1,0,0
332,0.2015498,0.11686584,1,0,0
333,0.22097984,0.14944026,0,1,0
334,0.2010023,0.1361375,1,0,0
335,0.1936647,0.12312224,1,0,0
336,0.18014239,0.11424763,1,0,0
337,0.20140302,0.12692931,1,0,0
338,0.17865285,0.0870077,1,0,0
339,0.16362067,0.08196508,1,0,0
340,0.16161412,0.08462492,1,0,0
341,0.17342497,0.0792541,1,0,0
342,0.14862047,0.06919584,1,0,0
343,0.15412228,0.073796816,1,0,0
344,0.19282871,0.08628526,1,0,0
345,0.1743624,0.12165928,1,0,0
346,0.17142797,0.13596898,1,0,0
347,0.19522204,0.13513522,1,0,0
348,0.1646234,0.118150294,1,0,0
349,0.1842087,0.10771113,1,0,0
350,0.14231834,0.08385291,1,0,0
351,0.17679094,0.09349472,1,0,0
352,0.15833595,0.07445451,1,0,0
353,0.19437367,0.10995384,1,0,0
354,0.17739257,0.118992716,1,0,0
355,0.20958783,0.09616479,1,0,0
356,0.17013918,0.09697461,1,0,0
357,0.1674194,0.087668054,1,0,0
358,0.16323964,0.09134412,1,0,0
359,0.16606358,0.10164718,1,0,0
360,0.16003184,0.10273591,1,0,0
361,0.16413452,0.12509587,1,0,0
362,0.183582,0.19847988,1,0,0
363,0.16623122,0.1307772,1,0,0
364,0.16373825,0.094788544,1,0,0
365,0.16678737,0.11116024,1,0,0
366,0.1640515,0.11093728,1,0,0
367,0.18949303,0.100487776,1,0,0
368,0.17312278,0.11388448,1,0,0
369,0.17728654,0.1272162,1,0,0
370,0.1770917,0.13000445,1,0,0
371,0.17479153,0.13527514,1,0,0
372,0.20246905,0.12998164,1,0,0
373,0.18701982,0.20006722,1,0,0
374,0.18816324,0.15148097,1,0,0
375,0.16929649,0.10805664,1,0,0
376,0.18258974,0.09675597,1,0,0
377,0.1692719,0.094673656,1,0,0
378,0.1791737,0.14127779,1,0,0
379,0.17344621,0.11688348,1,0,0
380,0.16385011,0.09943594,1,0,0
381,0.1971475,0.10593896,1,0,0
382,0.18500532,0.12145274,1,0,0
383,0.19962361,0.1224007,1,0,0
384,0.16715392,0.10680987,1,0,0
385,0.17051041,0.12097609,1,0,0
386,0.17052291,0.12527509,1,0,0
387,0.17349075,0.16178907,1,0,0
388,0.18069322,0.10174546,1,0,0
389,0.18260951,0.1178944,1,0,0
390,0.18109158,0.14577614,1,0,0
391,0.17926845,0.12322755,1,0,0
392,0.1740171,0.09550651,1,0,0
393,0.18365373,0.11618551,1,0,0
394,0.21313281,0.13811295,1,0,0
395,0.20081244,0.16423087,1,0,0
396,0.208892,0.18557596,1,0,0
397,0.20053485,0.1671691,1,0,0
398,0.21241999,0.15803039,1,0,0
399,0.18468212,0.11369901,1,0,0
400,0.20158815,0.113364846,1,0,0
401,0.192469,0.12029626,1,0,0
402,0.210062,0.13935383,1,0,0
403,0.20163356,0.11603766,1,0,0
404,0.17714643,0.10011899,1,0,0
405,0.16331282,0.09336268,1,0,0
406,0.16793771,0.095837854,1,0,0
407,0.16282344,0.09696202,1,0,0
408,0.17982727,0.108959705,1,0,0
409,0.187414,0.11873877,1,0,0
410,0.19304919,0.1297114,1,0,0
411,0.21252385,0.1722701,1,0,0
412,0.18101223,0.15941998,1,0,0
413,0.19059436,0.16336897,1,0,0
414,0.19321488,0.13737465,1,0,0
415,0.18988867,0.11002933,1,0,0
416,0.15973625,0.10079799,1,0,0
417,0.16775154,0.091058955,1,0,0
418,0.18042235,0.111010715,1,0,0
419,0.1855624,0.13491134,1,0,0
420,0.19619921,0.13799597,1,0,0
421,0.19684964,0.17435873,1,0,0
422,0.19046861,0.13185982,1,0,0
423,0.17024045,0.13525468,1,0,0
424,0.17100231,0.11938079,1,0,0
425,0.17111152,0.090274274,1,0,0
426,0.1626485,0.082982406,1,0,0
427,0.19025196,0.084670946,1,0,0
428,0.1596982,0.066348016,1,0,0
429,0.16125765,0.0913755,1,0,0
430,0.21304485,0.15946315,1,0,0
431,0.2241175,0.18440928,0,1,0
432,0.23291105,0.18179752,0,1,0
433,0.20227052,0.16026391,1,0,0
434,0.19511266,0.14028049,1,0,0
435,0.21073215,0.14527255,1,0,0
436,0.2047587,0.121943474,1,0,0
437,0.2286911,0.1339478,0,1,0
438,0.20271894,0.13808805,1,0,0
439,0.21029943,0.10976525,1,0,0
440,0.18734716,0.123882145,1,0,0
441,0.19558166,0.14447848,1,0,0
442,0.20319156,0.13258728,1,0,0
443,0.2228344,0.16601485,0,1,0
444,0.23030561,0.1544123,0,1,0
445,0.22244395,0.19253138,0,1,0
446,0.23944859,0.20574044,0,1,0
447,0.20947415,0.13321427,1,0,0
448,0.20989597,0.14136478,1,0,0
449,0.20518216,0.10925091,1,0,0
450,0.21828821,0.16139905,1,0,0
451,0.20443924,0.13194107,1,0,0
452,0.21424541,0.11332062,1,0,0
453,0.19861425,0.09731538,1,0,0
454,0.19898306,0.11189884,1,0,0
455,0.20146626,0.15185456,1,0,0
456,0.2172423,0.13194585,1,0,0
457,0.23465945,0.11094485,0,1,0
458,0.18730913,0.10538717,1,0,0
459,0.2102598,0.107171476,1,0,0
460,0.19343781,0.13641627,1,0,0
461,0.1917088,0.15039004,1,0,0
462,0.2895288,0.15259741,0,1,0
463,0.21678866,0.14736985,1,0,0
464,0.2104725,0.14104421,1,0,0
465,0.2449144,0.13386926,0,1,0
466,0.21299487,0.12416057,1,0,0
467,0.17856096,0.101948924,1,0,0
468,0.20281343,0.11223813,1,0,0
469,0.18025316,0.12057819,1,0,0
470,0.19766751,0.13771613,1,0,0
471,0.22465955,0.13184321,0,1,0
472,0.19408959,0.13139324,1,0,0
473,0.18962702,0.119813055,1,0,0
474,0.22168767,0.13934335,0,1,0
475,0.17682089,0.14581785,1,0,0
476,0.18405543,0.114950486,1,0,0
477,0.19536616,0.1137808,1,0,0
478,0.19698393,0.10568538,1,0,0
479,0.22378202,0.10599814,0,1,0
480,0.18780175,0.12356383,1,0,0
481,0.19427475,0.13628522,1,0,0
482,0.18827182,0.13558002,1,0,0
483,0.18398978,0.12876295,1,0,0
484,0.18912338,0.12606056,1,0,0
485,0.19159225,0.12937659,1,0,0
486,0.17852794,0.10195722,1,0,0
487,0.19189367,0.098690554,1,0,0
488,0.20146929,0.14622667,1,0,0
489,0.1865677,0.1165788,1,0,0
490,0.19198804,0.11651358,1,0,0
491,0.1942225,0.11789259,1,0,0
492,0.21497607,0.11119236,1,0,0
493,0.19256975,0.11595904,1,0,0
494,0.19959044,0.10772344,1,0,0
495,0.20662552,0.11943034,1,0,0
496,0.2095127,0.11375622,1,0,0
497,0.21082637,0.117278464,1,0,0
498,0.20093489,0.1305311,1,0,0
499,0.23472401,0.13275237,0,1,0
500,0.20665453,0.12545507,1,0,0
501,0.18292579,0.10719012,1,0,0
502,0.17585473,0.09165532,1,0,0
503,0.18636137,0.1011537,1,0,0
504,0.18752293,0.076909244,1,0,0
505,0.19707426,0.06927769,1,0,0
506,0.17731333,0.06757489,1,0,0
507,0.21142004,0.090433925,1,0,0
508,0.1952752,0.09709111,1,0,0
509,0.17942555,0.073644474,1,0,0
510,0.17798509,0.07014186,1,0,0
511,0.17675398,0.07836332,1,0,0
512,0.18617427,0.07607176,1,0,0
513,0.18941484,0.08441826,1,0,0
514,0.18255143,0.0725987,1,0,0
515,0.17580132,0.06501165,1,0,0
516,0.17252138,0.051548637,1,0,0
517,0.16770501,0.055367414,1,0,0
518,0.1769175,0.059905455,1,0,0
519,0.17358175,0.052648794,1,0,0
520,0.16537575,0.047508296,1,0,0
521,0.16909374,0.052631944,1,0,0
522,0.17227134,0.062762834,1,0,0
523,0.18311405,0.062209137,1,0,0
524,0.18356253,0.06457071,1,0,0
525,0.18657997,0.078885876,1,0,0
526,0.17876309,0.07794408,1,0,0
527,0.19033015,0.07317236,1,0,0
528,0.16665915,0.06068391,1,0,0
529,0.16029344,0.063625224,1,0,0
530,0.15027463,0.0701827,1,0,0
531,0.18756343,0.073121324,1,0,0
532,0.17304678,0.08657026,1,0,0
533,0.19654287,0.11841274,1,0,0
534,0.18631193,0.10157723,1,0,0
535,0.20481627,0.14000963,1,0,0
536,0.2111297,0.17272599,1,0,0
537,0.2022586,0.117583275,1,0,0
538,0.18579768,0.0742723,1,0,0
539,0.19417578,0.074341536,1,0,0
540,0.18774064,0.078190774,1,0,0
541,0.1876169,0.0799881,1,0,0
542,0.19994827,0.09587732,1,0,0
543,0.19760484,0.08428346,1,0,0
544,0.19823524,0.08052991,1,0,0
545,0.19099474,0.08845889,1,0,0
546,0.20670503,0.089468,1,0,0
547,0.1898634,0.09158271,1,0,0
548,0.19430971,0.12208039,1,0,0
549,0.17430021,0.11263045,1,0,0
550,0.19034176,0.09069159,1,0,0
551,0.1867033,0.07804266,1,0,0
552,0.19928516,0.09043672,1,0,0
553,0.2021531,0.1027697,1,0,0
554,0.2015117,0.121553056,1,0,0
555,0.21425848,0.13139679,1,0,0
556,0.21611562,0.124531075,1,0,0
557,0.2380853,0.13284756,0,1,0
558,0.23518842,0.17466053,0,1,0
559,0.2567344,0.23329681,0,1,0
560,0.2621702,0.25392866,0,1,0
561,0.25102243,0.2940761,0,1,0
562,0.23691988,0.09459135,0,1,0
563,0.2367865,0.12241819,0,1,0
564,0.25338423,0.11540264,0,1,0
565,0.23937978,0.12972263,0,1,0
566,0.23193736,0.11318682,0,1,0
567,0.24348783,0.10474991,0,1,0
568,0.24821508,0.11789107,0,1,0
569,0.24320847,0.14544307,0,1,0
570,0.2499756,0.17175256,0,1,0
571,0.23196459,0.11598719,0,1,0
572,0.23347966,0.111376956,0,1,0
573,0.22041255,0.119875096,1,0,0
574,0.21923612,0.10804222,1,0,0
575,0.2084892,0.12035927,1,0,0
576,0.21186842,0.121448934,1,0,0
577,0.1936843,0.11347738,1,0,0
578,0.17338946,0.12633929,1,0,0
579,0.21402608,0.104676485,1,0,0
580,0.17195675,0.09324477,1,0,0
581,0.21160384,0.12811002,1,0,0
582,0.19122349,0.120373495,1,0,0
583,0.17870812,0.12306446,1,0,0
584,0.20612383,0.18286675,1,0,0
585,0.20260617,0.1877508,1,0,0
586,0.21703069,0.1796659,1,0,0
587,0.19495775,0.12611619,1,0,0
588,0.18845963,0.12020573,1,0,0
589,0.18670724,0.11556337,1,0,0
590,0.17443822,0.10096219,1,0,0
591,0.1880571,0.10389429,1,0,0
592,0.1736466,0.09298511,1,0,0
593,0.15577073,0.07874295,1,0,0
594,0.18252273,0.085620925,1,0,0
595,0.1657659,0.09542775,1,0,0
596,0.16752316,0.0934416,1,0,0
597,0.19729905,0.12217749,1,0,0
598,0.21773468,0.14965755,1,0,0
599,0.1961489,0.13708779,1,0,0
600,0.2232046,0.11732166,0,1,0
601,0.18716975,0.11350694,1,0,0
602,0.17739685,0.11259527,1,0,0
603,0.1812693,0.10534423,1,0,0
604,0.21852918,0.11414537,1,0,0
605,0.20164876,0.13264607,1,0,0
606,0.19758965,0.132023,1,0,0
607,0.19523114,0.1376282,1,0,0
608,0.19855511,0.13884799,1,0,0
609,0.19585367,0.1622449,1,0,0
610,0.19061494,0.14592576,1,0,0
611,0.17060435,0.14561105,1,0,0
612,0.27983737,0.13933305,0,1,0
613,0.17643583,0.13742658,1,0,0
614,0.17383969,0.13376497,1,0,0
615,0.19506343,0.17000447,1,0,0
616,0.20467156,0.15263471,1,0,0
617,0.18340074,0.10975717,1,0,0
618,0.2036649,0.119653955,1,0,0
619,0.19187318,0.13385586,1,0,0
620,0.19326396,0.16251968,1,0,0
621,0.18697989,0.18499714,1,0,0
622,0.21117118,0.15835254,1,0,0
623,0.21529421,0.12264099,1,0,0
624,0.17986755,0.09581589,1,0,0
625,0.16983816,0.08396112,1,0,0
626,0.17122169,0.12429957,1,0,0
627,0.17573327,0.109796725,1,0,0
628,0.16823825,0.08710944,1,0,0
629,0.16402392,0.07800586,1,0,0
630,0.17704079,0.08588009,1,0,0
631,0.16798274,0.10004893,1,0,0
632,0.18903829,0.13050717,1,0,0
633,0.19666944,0.12666716,1,0,0
634,0.19599974,0.1520885,1,0,0
635,0.17761616,0.10306126,1,0,0
636,0.17914154,0.100963876,1,0,0
637,0.16003726,0.08290504,1,0,0
638,0.17612596,0.07325579,1,0,0
639,0.16905524,0.07417294,1,0,0
640,0.15967837,0.08258573,1,0,0
641,0.1709005,0.09936214,1,0,0
642,0.1684734,0.09734578,1,0,0
643,0.18074134,0.12228887,1,0,0
644,0.21001326,0.1591208,1,0,0
645,0.20844902,0.16174997,1,0,0
646,0.22509693,0.20102908,0,1,0
647,0.30025572,0.3591691,0,1,0
648,0.3571046,0.58389264,0,1,0
649,0.3861426,0.63929933,0,1,0
650,0.39328972,0.7459834,0,1,0
651,0.45230383,0.9482334,0,0,1
652,0.51038927,1.1254961,0,0,1
653,0.56517273,1.3736846,0,0,1
654,0.5450747,1.294021,0,0,1
655,0.6783093,1.8954068,0,0,1
656,0.757338,2.260584,0,0,1
657,0.8425221,2.6646779,0,0,1
658,0.81245613,2.6897697,0,0,1
659,0.63888943,1.9165617,0,0,1
660,0.71928835,2.2312376,0,0,1
661,0.85144186,3.1247709,0,0,1
662,0.85979545,3.809305,0,0,1
663,0.89416933,3.476065,0,0,1
664,1.6287452,10.721629,0,0,1
665,0.9080303,4.209082,0,0,1
666,0.87555116,4.4734006,0,0,1
667,0.7034654,2.68268,0,0,1
668,0.75641394,2.758427,0,0,1
669,0.8477753,3.391029,0,0,1
670,0.85332793,3.6699557,0,0,1
671,0.87183034,4.382518,0,0,1
672,0.7837827,2.9945352,0,0,1
673,0.76211137,3.06079,0,0,1
674,0.6637998,2.5304267,0,0,1
675,0.556044,2.061575,0,0,1
676,0.35197908,1.0788072,0,1,0
677,0.36241448,0.8943991,0,1,0
678,0.4851648,1.6304644,0,0,1
679,0.3959906,0.9973025,0,1,0
680,0.3186945,0.82368,0,1,0
681,0.26403487,0.610605,0,1,0
682,0.39186504,1.4555737,0,1,0
683,0.49714127,2.2974894,0,0,1
684,0.3341348,1.1143768,0,1,0
685,0.2751913,0.73833245,0,1,0
686,0.33744872,1.0218184,0,1,0
687,0.5097776,1.8927883,0,0,1
688,0.43470743,1.732518,0,0,1
689,0.3268465,1.1537566,0,1,0
690,0.3206541,1.0089043,0,1,0
691,0.37686378,1.3462275,0,1,0
692,0.43717027,1.9369916,0,0,1
693,0.3627694,1.8581096,0,1,0
694,0.2227527,0.5553615,0,1,0
695,0.26239055,0.62893957,0,1,0
696,0.3030193,0.9326208,0,1,0
697,0.3135814,1.066908,0,1,0
698,0.24169016,0.69244856,0,1,0
